state,cases,deaths
Indiana,205,14
Indiana,360,18
Indiana,226,21
Indiana,722,21
Indiana,328,22
Indiana,270,24
Indiana,160,26
Indiana,443,28
Indiana,312,28
Indiana,790,29
Indiana,617,29
Indiana,460,31
Indiana,702,32
Indiana,656,33
Indiana,813,34
Indiana,326,35
Indiana,420,35
Indiana,236,37
Indiana,597,38
Indiana,1131,41
Indiana,639,46
Indiana,627,48
Indiana,723,50
Indiana,1009,52
Indiana,599,53
Indiana,784,66
Indiana,804,75
Indiana,4555,79
Indiana,2978,83
Indiana,2395,112
Indiana,1707,121
Indiana,1634,126
Indiana,3506,165
Indiana,6919,282
Indiana,14412,765
Indiana,59,0
Indiana,85,0
Indiana,126,0
Indiana,42,0
Indiana,37,0
Indiana,155,0
Indiana,42,0
Indiana,50,0
Indiana,31,0
Indiana,68,1
Indiana,41,1
Indiana,135,1
Indiana,73,1
Indiana,50,1
Indiana,73,1
Indiana,72,1
Indiana,20,1
Indiana,104,1
Indiana,56,2
Indiana,128,2
Indiana,61,2
Indiana,198,2
Indiana,146,2
Indiana,250,2
Indiana,141,2
Indiana,75,3
Indiana,195,3
Indiana,120,3
Indiana,113,3
Indiana,193,3
Indiana,155,3
Indiana,342,4
Indiana,43,4
Indiana,131,4
Indiana,112,4
Indiana,94,5
Indiana,213,5
Indiana,547,5
Indiana,98,6
Indiana,143,6
Indiana,217,7
Indiana,185,7
Indiana,222,8
Indiana,158,8
Indiana,579,9
Indiana,1743,10
Indiana,202,10
Indiana,538,10
Indiana,1624,10
Indiana,341,10
Indiana,109,11
Indiana,247,11
Indiana,426,11
Indiana,605,12
Indiana,1056,12
Indiana,815,13
Indiana,181,13
Indiana,208,14
Indiana,362,18
Indiana,237,21
Indiana,732,22
Indiana,336,22
Indiana,271,24
Indiana,160,26
Indiana,318,28
Indiana,449,29
Indiana,803,29
Indiana,621,29
Indiana,473,31
Indiana,707,32
Indiana,665,33
Indiana,818,34
Indiana,328,35
Indiana,422,35
Indiana,238,37
Indiana,603,38
Indiana,1140,41
Indiana,661,46
Indiana,632,49
Indiana,731,50
Indiana,1038,52
Indiana,616,53
Indiana,793,67
Indiana,827,75
Indiana,4609,80
Indiana,3026,84
Indiana,2439,112
Indiana,1735,121
Indiana,1650,126
Indiana,3535,167
Indiana,6977,283
Indiana,14575,766
Indiana,64,0
Indiana,97,0
Indiana,165,0
Indiana,50,0
Indiana,62,0
Indiana,180,0
Indiana,55,0
Indiana,63,0
Indiana,60,0
Indiana,46,1
Indiana,106,1
Indiana,60,1
Indiana,84,1
Indiana,145,1
Indiana,25,1
Indiana,144,1
Indiana,71,2
Indiana,75,2
Indiana,76,2
Indiana,175,2
Indiana,258,2
Indiana,167,2
Indiana,281,2
Indiana,195,2
Indiana,118,3
Indiana,200,3
Indiana,128,3
Indiana,142,3
Indiana,215,3
Indiana,234,4
Indiana,159,4
Indiana,126,4
Indiana,131,5
Indiana,451,5
Indiana,239,5
Indiana,175,5
Indiana,601,6
Indiana,65,6
Indiana,156,6
Indiana,274,7
Indiana,326,8
Indiana,213,8
Indiana,182,8
Indiana,1809,10
Indiana,568,10
Indiana,696,10
Indiana,122,11
Indiana,277,11
Indiana,377,11
Indiana,713,12
Indiana,1248,12
Indiana,717,12
Indiana,891,13
Indiana,151,13
Indiana,2056,13
Indiana,230,14
Indiana,198,14
Indiana,257,16
Indiana,425,20
Indiana,281,22
Indiana,362,22
Indiana,794,23
Indiana,354,26
Indiana,180,26
Indiana,359,29
Indiana,519,30
Indiana,939,30
Indiana,694,30
Indiana,590,32
Indiana,786,33
Indiana,365,35
Indiana,771,35
Indiana,924,36
Indiana,259,37
Indiana,501,37
Indiana,697,40
Indiana,1372,41
Indiana,716,49
Indiana,832,50
Indiana,826,52
Indiana,763,53
Indiana,1322,57
Indiana,927,68
Indiana,1045,77
Indiana,3622,88
Indiana,5046,91
Indiana,2918,113
Indiana,1970,124
Indiana,1828,127
Indiana,4066,173
Indiana,7789,298
Indiana,16346,781
Indiana,63,0
Indiana,99,0
Indiana,50,0
Indiana,66,0
Indiana,181,0
Indiana,58,0
Indiana,63,0
Indiana,62,0
Indiana,49,1
Indiana,169,1
Indiana,111,1
Indiana,64,1
Indiana,86,1
Indiana,156,1
Indiana,26,1
Indiana,148,1
Indiana,71,2
Indiana,75,2
Indiana,76,2
Indiana,176,2
Indiana,260,2
Indiana,173,2
Indiana,283,2
Indiana,195,2
Indiana,121,3
Indiana,203,3
Indiana,131,3
Indiana,142,3
Indiana,217,3
Indiana,244,4
Indiana,129,4
Indiana,141,5
Indiana,457,5
Indiana,243,5
Indiana,164,5
Indiana,183,5
Indiana,610,6
Indiana,65,6
Indiana,160,6
Indiana,284,7
Indiana,333,8
Indiana,220,8
Indiana,183,8
Indiana,1812,10
Indiana,571,10
Indiana,710,10
Indiana,122,11
Indiana,282,11
Indiana,380,11
Indiana,718,12
Indiana,891,13
Indiana,1266,13
Indiana,235,14
Indiana,199,14
Indiana,755,14
Indiana,2085,15
Indiana,259,16
Indiana,156,17
Indiana,467,20
Indiana,286,22
Indiana,365,22
Indiana,801,23
Indiana,358,26
Indiana,181,26
Indiana,360,29
Indiana,525,30
Indiana,961,30
Indiana,712,30
Indiana,602,32
Indiana,799,33
Indiana,370,35
Indiana,781,35
Indiana,933,36
Indiana,261,37
Indiana,504,38
Indiana,703,40
Indiana,1401,41
Indiana,723,49
Indiana,856,50
Indiana,771,53
Indiana,841,53
Indiana,1348,57
Indiana,945,68
Indiana,1065,77
Indiana,3693,88
Indiana,5082,91
Indiana,2972,113
Indiana,1999,125
Indiana,1834,127
Indiana,4129,174
Indiana,7888,300
Indiana,16457,783
Indiana,64,0
Indiana,102,0
Indiana,53,0
Indiana,67,0
Indiana,184,0
Indiana,61,0
Indiana,65,0
Indiana,63,0
Indiana,51,1
Indiana,172,1
Indiana,114,1
Indiana,64,1
Indiana,86,1
Indiana,167,1
Indiana,26,1
Indiana,153,1
Indiana,72,2
Indiana,76,2
Indiana,76,2
Indiana,177,2
Indiana,267,2
Indiana,176,2
Indiana,284,2
Indiana,197,2
Indiana,125,3
Indiana,132,3
Indiana,143,3
Indiana,217,3
Indiana,247,4
Indiana,138,4
Indiana,213,5
Indiana,150,5
Indiana,463,5
Indiana,245,5
Indiana,166,5
Indiana,184,5
Indiana,611,6
Indiana,63,6
Indiana,162,6
Indiana,288,7
Indiana,336,8
Indiana,221,8
Indiana,183,8
Indiana,1816,10
Indiana,573,10
Indiana,721,10
Indiana,122,11
Indiana,285,11
Indiana,384,11
Indiana,729,12
Indiana,897,13
Indiana,1296,13
Indiana,236,14
Indiana,200,14
Indiana,782,14
Indiana,2125,15
Indiana,261,17
Indiana,157,17
Indiana,474,20
Indiana,298,22
Indiana,369,22
Indiana,805,23
Indiana,368,26
Indiana,190,26
Indiana,361,29
Indiana,531,30
Indiana,971,30
Indiana,721,30
Indiana,614,32
Indiana,814,33
Indiana,376,35
Indiana,788,35
Indiana,940,36
Indiana,264,37
Indiana,513,38
Indiana,711,40
Indiana,1425,41
Indiana,735,49
Indiana,879,50
Indiana,780,53
Indiana,865,53
Indiana,1367,57
Indiana,956,68
Indiana,1080,77
Indiana,3778,88
Indiana,5141,95
Indiana,3064,113
Indiana,2005,125
Indiana,1854,127
Indiana,4187,174
Indiana,8003,300
Indiana,16592,784
Indiana,68,0
Indiana,105,0
Indiana,54,0
Indiana,73,0
Indiana,186,0
Indiana,61,0
Indiana,65,0
Indiana,65,0
Indiana,53,1
Indiana,115,1
Indiana,66,1
Indiana,87,1
Indiana,177,1
Indiana,26,1
Indiana,159,1
Indiana,72,2
Indiana,78,2
Indiana,76,2
Indiana,179,2
Indiana,271,2
Indiana,181,2
Indiana,185,2
Indiana,288,2
Indiana,197,2
Indiana,133,3
Indiana,133,3
Indiana,143,3
Indiana,222,3
Indiana,247,4
Indiana,139,4
Indiana,163,5
Indiana,475,5
Indiana,251,5
Indiana,166,5
Indiana,186,5
Indiana,225,6
Indiana,625,6
Indiana,64,6
Indiana,164,6
Indiana,294,7
Indiana,345,8
Indiana,223,8
Indiana,186,8
Indiana,1821,10
Indiana,574,10
Indiana,735,10
Indiana,123,11
Indiana,291,11
Indiana,387,11
Indiana,741,13
Indiana,900,13
Indiana,1319,13
Indiana,238,14
Indiana,202,14
Indiana,815,14
Indiana,2152,15
Indiana,162,18
Indiana,263,20
Indiana,509,21
Indiana,311,22
Indiana,370,22
Indiana,807,23
Indiana,375,26
Indiana,192,26
Indiana,364,29
Indiana,536,30
Indiana,983,30
Indiana,728,30
Indiana,624,32
Indiana,827,33
Indiana,381,35
Indiana,798,35
Indiana,947,36
Indiana,268,37
Indiana,517,38
Indiana,720,41
Indiana,1448,41
Indiana,745,49
Indiana,900,50
Indiana,881,53
Indiana,799,54
Indiana,1400,57
Indiana,974,68
Indiana,1097,77
Indiana,3821,88
Indiana,5192,96
Indiana,3134,114
Indiana,2023,125
Indiana,1868,127
Indiana,4251,176
Indiana,8083,300
Indiana,16694,785
Indiana,69,0
Indiana,106,0
Indiana,54,0
Indiana,73,0
Indiana,188,0
Indiana,61,0
Indiana,70,0
Indiana,66,0
Indiana,53,1
Indiana,116,1
Indiana,67,1
Indiana,89,1
Indiana,184,1
Indiana,28,1
Indiana,159,1
Indiana,73,2
Indiana,79,2
Indiana,76,2
Indiana,180,2
Indiana,272,2
Indiana,185,2
Indiana,290,2
Indiana,198,2
Indiana,136,3
Indiana,138,3
Indiana,185,3
Indiana,144,3
Indiana,222,3
Indiana,248,4
Indiana,141,4
Indiana,169,5
Indiana,475,5
Indiana,253,5
Indiana,167,5
Indiana,187,5
Indiana,227,6
Indiana,632,6
Indiana,167,6
Indiana,299,7
Indiana,68,7
Indiana,346,8
Indiana,225,8
Indiana,187,8
Indiana,1824,10
Indiana,575,10
Indiana,741,10
Indiana,123,11
Indiana,293,11
Indiana,394,11
Indiana,743,13
Indiana,901,13
Indiana,1340,13
Indiana,238,14
Indiana,203,14
Indiana,843,14
Indiana,2184,15
Indiana,165,19
Indiana,263,20
Indiana,511,21
Indiana,316,22
Indiana,371,22
Indiana,808,23
Indiana,384,26
Indiana,192,26
Indiana,366,29
Indiana,539,30
Indiana,1004,30
Indiana,741,30
Indiana,632,32
Indiana,829,33
Indiana,381,35
Indiana,948,36
Indiana,271,37
Indiana,807,37
Indiana,519,38
Indiana,728,41
Indiana,1460,41
Indiana,753,49
Indiana,922,50
Indiana,894,53
Indiana,805,54
Indiana,1425,57
Indiana,988,68
Indiana,1118,77
Indiana,3857,88
Indiana,5210,96
Indiana,3175,114
Indiana,2042,125
Indiana,1880,127
Indiana,4303,176
Indiana,8147,300
Indiana,16796,785
Indiana,69,0
Indiana,108,0
Indiana,56,0
Indiana,73,0
Indiana,190,0
Indiana,62,0
Indiana,70,0
Indiana,69,0
Indiana,53,1
Indiana,116,1
Indiana,70,1
Indiana,88,1
Indiana,197,1
Indiana,28,1
Indiana,162,1
Indiana,73,2
Indiana,79,2
Indiana,76,2
Indiana,182,2
Indiana,273,2
Indiana,185,2
Indiana,290,2
Indiana,200,2
Indiana,140,3
Indiana,139,3
Indiana,197,3
Indiana,144,3
Indiana,225,3
Indiana,250,4
Indiana,143,4
Indiana,175,5
Indiana,479,5
Indiana,255,5
Indiana,170,5
Indiana,188,5
Indiana,636,6
Indiana,170,6
Indiana,230,7
Indiana,302,7
Indiana,68,7
Indiana,348,8
Indiana,226,8
Indiana,188,8
Indiana,1823,10
Indiana,576,10
Indiana,746,10
Indiana,123,11
Indiana,294,11
Indiana,397,11
Indiana,747,13
Indiana,905,13
Indiana,1355,13
Indiana,240,14
Indiana,205,14
Indiana,863,14
Indiana,2203,15
Indiana,167,19
Indiana,263,20
Indiana,511,21
Indiana,372,22
Indiana,322,23
Indiana,814,23
Indiana,392,26
Indiana,195,26
Indiana,370,29
Indiana,541,30
Indiana,1015,30
Indiana,745,30
Indiana,635,32
Indiana,833,33
Indiana,382,35
Indiana,948,36
Indiana,278,37
Indiana,809,37
Indiana,524,38
Indiana,1480,41
Indiana,730,42
Indiana,759,49
Indiana,936,50
Indiana,906,53
Indiana,809,54
Indiana,1436,57
Indiana,991,64
Indiana,1124,77
Indiana,3898,90
Indiana,5243,96
Indiana,3200,114
Indiana,2045,125
Indiana,187,25
Indiana,204,25
Indiana,134,25
Indiana,334,27
Indiana,348,28
Indiana,386,31
Indiana,610,31
Indiana,178,31
Indiana,187,32
Indiana,309,32
Indiana,253,35
Indiana,2330,37
Indiana,606,37
Indiana,401,42
Indiana,340,44
Indiana,566,45
Indiana,405,45
Indiana,589,50
Indiana,484,50
Indiana,1593,58
Indiana,625,72
Indiana,2287,100
Indiana,1384,101
Indiana,1305,107
Indiana,1205,123
Indiana,4257,246
Indiana,10982,702
Indiana,38,0
Indiana,66,0
Indiana,41,0
Indiana,20,0
Indiana,13,0
Indiana,25,0
Indiana,6,0
Indiana,23,0
Indiana,24,0
Indiana,27,0
Indiana,14,0
Indiana,65,0
Indiana,37,1
Indiana,28,1
Indiana,58,1
Indiana,88,1
Indiana,56,1
Indiana,180,1
Indiana,40,1
Indiana,54,1
Indiana,26,1
Indiana,43,1
Indiana,15,1
Indiana,60,1
Indiana,29,2
Indiana,33,2
Indiana,103,2
Indiana,265,2
Indiana,24,2
Indiana,24,2
Indiana,57,2
Indiana,337,2
Indiana,112,2
Indiana,107,2
Indiana,29,2
Indiana,91,2
Indiana,56,3
Indiana,358,3
Indiana,338,3
Indiana,94,3
Indiana,70,3
Indiana,65,3
Indiana,130,4
Indiana,432,4
Indiana,60,4
Indiana,246,5
Indiana,339,5
Indiana,147,6
Indiana,111,6
Indiana,275,6
Indiana,133,7
Indiana,150,7
Indiana,164,8
Indiana,509,8
Indiana,127,9
Indiana,204,9
Indiana,1612,10
Indiana,242,10
Indiana,89,11
Indiana,209,15
Indiana,129,18
Indiana,270,20
Indiana,182,23
Indiana,203,24
Indiana,480,25
Indiana,188,25
Indiana,205,25
Indiana,134,25
Indiana,341,27
Indiana,356,28
Indiana,386,31
Indiana,180,31
Indiana,187,32
Indiana,310,32
Indiana,613,32
Indiana,253,35
Indiana,2454,38
Indiana,615,38
Indiana,398,42
Indiana,567,45
Indiana,407,45
Indiana,341,45
Indiana,593,50
Indiana,497,50
Indiana,1622,58
Indiana,628,72
Indiana,2334,101
Indiana,1362,101
Indiana,1309,108
Indiana,1213,124
Indiana,4332,247
Indiana,10973,706
Indiana,60,0
Indiana,86,0
Indiana,135,0
Indiana,42,0
Indiana,47,0
Indiana,160,0
Indiana,45,0
Indiana,55,0
Indiana,43,0
Indiana,70,1
Indiana,45,1
Indiana,82,1
Indiana,53,1
Indiana,73,1
Indiana,82,1
Indiana,20,1
Indiana,117,1
Indiana,60,2
Indiana,148,2
Indiana,64,2
Indiana,148,2
Indiana,211,2
Indiana,153,2
Indiana,262,2
Indiana,151,2
Indiana,83,3
Indiana,120,3
Indiana,115,3
Indiana,201,3
Indiana,165,3
Indiana,361,4
Indiana,203,4
Indiana,51,4
Indiana,137,4
Indiana,113,4
Indiana,101,5
Indiana,222,5
Indiana,558,5
Indiana,148,6
Indiana,230,7
Indiana,190,7
Indiana,119,7
Indiana,238,8
Indiana,166,8
Indiana,1757,10
Indiana,548,10
Indiana,610,10
Indiana,347,10
Indiana,112,11
Indiana,256,11
Indiana,512,11
Indiana,643,12
Indiana,239,12
Indiana,1121,12
Indiana,1766,12
Indiana,183,13
Indiana,215,14
Indiana,841,14
Indiana,370,18
Indiana,251,21
Indiana,744,22
Indiana,344,22
Indiana,302,24
Indiana,166,26
Indiana,332,28
Indiana,847,29
Indiana,476,30
Indiana,641,30
Indiana,745,32
Indiana,530,32
Indiana,699,33
Indiana,847,34
Indiana,340,35
Indiana,449,35
Indiana,245,37
Indiana,634,39
Indiana,1219,41
Indiana,722,48
Indiana,663,49
Indiana,757,50
Indiana,1124,52
Indiana,657,53
Indiana,831,68
Indiana,877,76
Indiana,4720,81
Indiana,3214,84
Indiana,2573,112
Indiana,1798,121
Indiana,1701,126
Indiana,3688,168
Indiana,7182,289
Indiana,15173,772
Indiana,60,0
Indiana,87,0
Indiana,141,0
Indiana,42,0
Indiana,50,0
Indiana,161,0
Indiana,45,0
Indiana,55,0
Indiana,48,0
Indiana,70,1
Indiana,45,1
Indiana,82,1
Indiana,54,1
Indiana,77,1
Indiana,87,1
Indiana,20,1
Indiana,117,1
Indiana,61,2
Indiana,152,2
Indiana,64,2
Indiana,151,2
Indiana,217,2
Indiana,154,2
Indiana,264,2
Indiana,161,2
Indiana,85,3
Indiana,120,3
Indiana,119,3
Indiana,203,3
Indiana,165,3
Indiana,389,4
Indiana,205,4
Indiana,56,4
Indiana,139,4
Indiana,113,4
Indiana,102,5
Indiana,223,5
Indiana,560,5
Indiana,149,6
Indiana,234,7
Indiana,194,7
Indiana,128,7
Indiana,239,8
Indiana,172,8
Indiana,1763,10
Indiana,551,10
Indiana,622,10
Indiana,349,10
Indiana,115,11
Indiana,256,11
Indiana,531,11
Indiana,655,12
Indiana,1126,12
Indiana,843,13
Indiana,183,13
Indiana,1803,13
Indiana,241,14
Indiana,216,14
Indiana,371,19
Indiana,253,21
Indiana,752,22
Indiana,345,22
Indiana,306,24
Indiana,166,26
Indiana,333,28
Indiana,854,29
Indiana,480,30
Indiana,642,30
Indiana,760,32
Indiana,542,32
Indiana,703,33
Indiana,344,35
Indiana,854,35
Indiana,245,37
Indiana,452,37
Indiana,640,39
Indiana,1223,41
Indiana,733,48
Indiana,668,49
Indiana,758,50
Indiana,1141,53
Indiana,668,53
Indiana,836,68
Indiana,887,76
Indiana,4770,83
Indiana,3235,84
Indiana,2601,112
Indiana,1820,121
Indiana,1708,126
Indiana,3721,170
Indiana,7264,289
Indiana,15296,772
Indiana,60,0
Indiana,89,0
Indiana,143,0
Indiana,42,0
Indiana,52,0
Indiana,165,0
Indiana,46,0
Indiana,57,0
Indiana,49,0
Indiana,71,1
Indiana,45,1
Indiana,83,1
Indiana,55,1
Indiana,77,1
Indiana,95,1
Indiana,21,1
Indiana,121,1
Indiana,64,2
Indiana,157,2
Indiana,64,2
Indiana,160,2
Indiana,220,2
Indiana,154,2
Indiana,268,2
Indiana,171,2
Indiana,90,3
Indiana,122,3
Indiana,122,3
Indiana,204,3
Indiana,165,3
Indiana,405,4
Indiana,209,4
Indiana,57,4
Indiana,144,4
Indiana,106,4
Indiana,104,5
Indiana,224,5
Indiana,566,6
Indiana,147,6
Indiana,249,7
Indiana,194,7
Indiana,131,7
Indiana,282,8
Indiana,176,8
Indiana,1769,10
Indiana,556,10
Indiana,631,10
Indiana,351,10
Indiana,115,11
Indiana,261,11
Indiana,546,11
Indiana,658,12
Indiana,1149,12
Indiana,846,13
Indiana,190,13
Indiana,1845,13
Indiana,244,14
Indiana,217,14
Indiana,375,19
Indiana,261,22
Indiana,758,22
Indiana,348,22
Indiana,311,25
Indiana,168,26
Indiana,338,28
Indiana,482,30
Indiana,873,30
Indiana,649,30
Indiana,772,32
Indiana,555,32
Indiana,712,33
Indiana,346,35
Indiana,863,35
Indiana,246,37
Indiana,463,37
Indiana,644,39
Indiana,1248,41
Indiana,744,48
Indiana,672,49
Indiana,764,50
Indiana,1163,53
Indiana,683,53
Indiana,862,68
Indiana,910,76
Indiana,4803,84
Indiana,3312,84
Indiana,2639,112
Indiana,1839,122
Indiana,1728,126
Indiana,3751,170
Indiana,7385,290
Indiana,15470,771
Indiana,60,0
Indiana,91,0
Indiana,150,0
Indiana,43,0
Indiana,52,0
Indiana,167,0
Indiana,47,0
Indiana,59,0
Indiana,51,0
Indiana,73,1
Indiana,45,1
Indiana,85,1
Indiana,56,1
Indiana,78,1
Indiana,107,1
Indiana,23,1
Indiana,131,1
Indiana,67,2
Indiana,177,2
Indiana,68,2
Indiana,163,2
Indiana,228,2
Indiana,156,2
Indiana,271,2
Indiana,179,2
Indiana,96,3
Indiana,122,3
Indiana,134,3
Indiana,206,3
Indiana,167,3
Indiana,410,4
Indiana,215,4
Indiana,62,4
Indiana,145,4
Indiana,109,4
Indiana,109,5
Indiana,227,5
Indiana,576,6
Indiana,150,6
Indiana,255,7
Indiana,197,7
Indiana,135,7
Indiana,291,8
Indiana,178,8
Indiana,1777,10
Indiana,558,10
Indiana,639,10
Indiana,354,10
Indiana,116,11
Indiana,267,11
Indiana,589,11
Indiana,676,12
Indiana,1180,12
Indiana,859,13
Indiana,192,13
Indiana,1891,13
Indiana,248,14
Indiana,222,14
Indiana,379,20
Indiana,265,22
Indiana,771,22
Indiana,350,22
Indiana,323,25
Indiana,168,26
Indiana,337,28
Indiana,496,30
Indiana,887,30
Indiana,663,30
Indiana,572,32
Indiana,775,33
Indiana,726,33
Indiana,354,35
Indiana,871,35
Indiana,251,37
Indiana,471,37
Indiana,648,39
Indiana,1276,41
Indiana,764,48
Indiana,681,49
Indiana,776,50
Indiana,1193,53
Indiana,704,53
Indiana,879,68
Indiana,930,76
Indiana,4850,86
Indiana,3384,86
Indiana,2697,113
Indiana,1858,122
Indiana,1753,126
Indiana,3815,171
Indiana,7489,290
Indiana,15651,773
Indiana,61,0
Indiana,96,0
Indiana,152,0
Indiana,43,0
Indiana,53,0
Indiana,170,0
Indiana,48,0
Indiana,61,0
Indiana,50,0
Indiana,73,1
Indiana,45,1
Indiana,88,1
Indiana,56,1
Indiana,81,1
Indiana,117,1
Indiana,23,1
Indiana,139,1
Indiana,68,2
Indiana,185,2
Indiana,73,2
Indiana,166,2
Indiana,235,2
Indiana,161,2
Indiana,273,2
Indiana,179,2
Indiana,97,3
Indiana,123,3
Indiana,134,3
Indiana,207,3
Indiana,169,3
Indiana,431,4
Indiana,222,4
Indiana,148,4
Indiana,112,4
Indiana,116,5
Indiana,231,5
Indiana,63,5
Indiana,589,6
Indiana,151,6
Indiana,258,7
Indiana,199,7
Indiana,291,8
Indiana,179,8
Indiana,1789,10
Indiana,559,10
Indiana,139,10
Indiana,653,10
Indiana,361,10
Indiana,119,11
Indiana,270,11
Indiana,622,11
Indiana,687,12
Indiana,1192,12
Indiana,866,13
Indiana,195,13
Indiana,1925,13
Indiana,226,14
Indiana,251,15
Indiana,382,20
Indiana,266,22
Indiana,774,22
Indiana,354,22
Indiana,329,25
Indiana,171,26
Indiana,343,28
Indiana,499,30
Indiana,898,30
Indiana,667,30
Indiana,581,32
Indiana,780,33
Indiana,750,33
Indiana,357,35
Indiana,878,35
Indiana,251,37
Indiana,479,37
Indiana,655,39
Indiana,1304,41
Indiana,691,49
Indiana,776,49
Indiana,790,50
Indiana,717,53
Indiana,1217,54
Indiana,891,68
Indiana,958,76
Indiana,3434,86
Indiana,4891,88
Indiana,2752,112
Indiana,1897,124
Indiana,1775,126
Indiana,3861,173
Indiana,7538,291
Indiana,15849,773
Indiana,61,0
Indiana,96,0
Indiana,155,0
Indiana,45,0
Indiana,53,0
Indiana,171,0
Indiana,54,0
Indiana,63,0
Indiana,53,0
Indiana,73,1
Indiana,46,1
Indiana,91,1
Indiana,56,1
Indiana,85,1
Indiana,130,1
Indiana,23,1
Indiana,140,1
Indiana,69,2
Indiana,191,2
Indiana,74,2
Indiana,170,2
Indiana,244,2
Indiana,164,2
Indiana,278,2
Indiana,185,2
Indiana,102,3
Indiana,123,3
Indiana,139,3
Indiana,210,3
Indiana,173,3
Indiana,435,4
Indiana,226,4
Indiana,152,4
Indiana,116,4
Indiana,121,5
Indiana,233,5
Indiana,65,5
Indiana,590,6
Indiana,152,6
Indiana,261,7
Indiana,208,7
Indiana,293,8
Indiana,180,8
Indiana,1798,10
Indiana,561,10
Indiana,662,10
Indiana,369,10
Indiana,119,11
Indiana,272,11
Indiana,140,11
Indiana,654,11
Indiana,696,12
Indiana,1214,12
Indiana,871,13
Indiana,197,13
Indiana,1966,13
Indiana,227,14
Indiana,252,15
Indiana,389,20
Indiana,275,22
Indiana,784,22
Indiana,356,22
Indiana,340,25
Indiana,173,26
Indiana,348,29
Indiana,511,30
Indiana,915,30
Indiana,682,30
Indiana,583,32
Indiana,780,33
Indiana,760,33
Indiana,359,35
Indiana,885,35
Indiana,255,37
Indiana,488,37
Indiana,668,39
Indiana,1326,41
Indiana,697,49
Indiana,783,49
Indiana,803,50
Indiana,733,53
Indiana,1248,54
Indiana,897,68
Indiana,994,76
Indiana,3511,86
Indiana,4933,88
Indiana,2793,113
Indiana,1913,124
Indiana,1791,126
Indiana,3928,173
Indiana,7613,291
Indiana,16010,775
Indiana,62,0
Indiana,97,0
Indiana,160,0
Indiana,45,0
Indiana,56,0
Indiana,177,0
Indiana,54,0
Indiana,63,0
Indiana,56,0
Indiana,74,1
Indiana,46,1
Indiana,92,1
Indiana,57,1
Indiana,85,1
Indiana,138,1
Indiana,24,1
Indiana,142,1
Indiana,70,2
Indiana,193,2
Indiana,74,2
Indiana,171,2
Indiana,246,2
Indiana,166,2
Indiana,278,2
Indiana,188,2
Indiana,103,3
Indiana,125,3
Indiana,139,3
Indiana,211,3
Indiana,174,3
Indiana,441,4
Indiana,229,4
Indiana,153,4
Indiana,116,4
Indiana,124,5
Indiana,236,5
Indiana,65,5
Indiana,592,6
Indiana,154,6
Indiana,262,7
Indiana,208,7
Indiana,295,8
Indiana,180,8
Indiana,1799,10
Indiana,561,10
Indiana,662,10
Indiana,372,10
Indiana,119,11
Indiana,272,11
Indiana,671,11
Indiana,700,12
Indiana,1224,12
Indiana,145,12
Indiana,881,13
Indiana,197,13
Indiana,2000,13
Indiana,228,14
Indiana,253,15
Indiana,391,20
Indiana,275,22
Indiana,790,22
Indiana,356,22
Indiana,343,25
Indiana,175,26
Indiana,352,29
Indiana,511,30
Indiana,925,30
Indiana,688,30
Indiana,588,32
Indiana,782,33
Indiana,763,33
Indiana,360,35
Indiana,890,35
Indiana,256,37
Indiana,495,37
Indiana,678,39
Indiana,1348,41
Indiana,702,49
Indiana,795,49
Indiana,811,50
Indiana,741,53
Indiana,1259,54
Indiana,912,68
Indiana,1002,76
Indiana,3557,87
Indiana,4973,89
Indiana,2833,113
Indiana,1927,124
Indiana,1801,126
Indiana,3963,173
Indiana,7674,291
Indiana,16113,775
Indiana,64,0
Indiana,97,0
Indiana,162,0
Indiana,48,0
Indiana,59,0
Indiana,179,0
Indiana,55,0
Indiana,63,0
Indiana,59,0
Indiana,74,1
Indiana,46,1
Indiana,100,1
Indiana,56,1
Indiana,83,1
Indiana,142,1
Indiana,25,1
Indiana,142,1
Indiana,70,2
Indiana,196,2
Indiana,74,2
Indiana,174,2
Indiana,256,2
Indiana,168,2
Indiana,281,2
Indiana,191,2
Indiana,110,3
Indiana,125,3
Indiana,140,3
Indiana,213,3
Indiana,174,3
Indiana,232,4
Indiana,154,4
Indiana,121,4
Indiana,124,5
Indiana,445,5
Indiana,239,5
Indiana,600,6
Indiana,65,6
Indiana,155,6
Indiana,266,7
Indiana,317,8
Indiana,213,8
Indiana,180,8
Indiana,1805,10
Indiana,565,10
Indiana,669,10
Indiana,121,11
Indiana,276,11
Indiana,376,11
Indiana,708,12
Indiana,1241,12
Indiana,702,12
Indiana,887,13
Indiana,145,13
Indiana,2025,13
Indiana,229,14
Indiana,198,14
Indiana,256,16
Indiana,412,20
Indiana,279,22
Indiana,361,22
Indiana,793,23
Indiana,350,25
Indiana,176,26
Indiana,354,29
Indiana,515,30
Indiana,935,30
Indiana,692,30
Indiana,590,32
Indiana,783,33
Indiana,770,34
Indiana,364,35
Indiana,913,35
Indiana,259,37
Indiana,505,37
Indiana,692,40
Indiana,1365,41
Indiana,706,49
Indiana,827,50
Indiana,813,51
Indiana,748,53
Indiana,1302,56
Indiana,920,68
Indiana,1021,76
Indiana,3589,88
Indiana,5016,89
Indiana,2860,113
Indiana,1953,124
Indiana,1823,127
Indiana,4028,173
Indiana,7732,294
